timestamp,procedure_reference,id_bill,text,subjects
2024-04-10 17:32:21,2016/0132(COD),1765,report proposal regulation european parliament council establishment eurodac comparison fingerprints effective application regulation eu 6042013 establish criterion mechanism determine member state responsible examine application international protection lodge member state third-country national stateless person identify illegally stay third-country national stateless person request comparison eurodac datum member state law enforcement authority europol law enforcement purpose recast,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)', '7.30 Police, judicial and customs cooperation in general', '8.40.08 Agencies and bodies of the EU']"
2021-09-15 15:22:30,2016/0176(COD),687,report proposal directive european parliament council condition entry residence third-country national purpose highly skilled employment 2862017 com20160378 c802132016 20160176cod committee civil liberties justice home affairs rapporteur claude moraes rapporteur opinion jean lambert committee employment social affaires associated committee rule 54 rule procedure procedure draft european parliament legislative resolution proposal directive european parliament council condition entry residence third-country national purpose highly skilled employment com20160378 c802132016 20160176cod ordinary legislative procedure reading european parliament having regard commission proposal parliament council com20160378 having regard article 2942 article 792a treaty function european union pursuant commission submit proposal parliament c802132016 having regard article 2943 treaty function european union having regard reasoned opinion submit framework protocol application principle subsidiarity proportionality national assembly republic bulgaria chamber deputy senate czech republic assert draft legislative act do comply principle subsidiarity having regard opinion european economic social committee having regard opinion committee regions december 20162 having regard rule 59 rule procedure having regard report committee civil liberties justice home affairs opinion committee employment social affairs a8-02402017 adopt position reading hereinafter set call commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments amendment proposal directive recital text propose commission amendment commissions communication march 2010 entitle europe 2020 strategy smart sustainable inclusive growth30 set objective union economy base knowledge innovation reduce administrative burden company well match labour supply demand measure facilitate admission third-country national highly skilled worker see broad context commissions communication march 2010 entitle europe 2020 strategy smart sustainable inclusive growth30 set objective union economy base knowledge innovation reduce administrative burden company well match labour supply demand identify need comprehensive labour migration policy well integration migrant measure facilitate admission third-country national highly skilled worker see broad context 30 com2010 2020 final 30 com2010 2020 final amendment proposal directive recital text propose commission amendment european agenda migration adopt 13 2015 call attractive eu-wide scheme highly qualify third-country national specify review council directive 200950ec31 need make effective attract talent union address demographic challenge face union labour skill shortage key sector union economy european agenda migration adopt 13 2015 call attractive eu-wide scheme highly qualify third-country national specify review council directive 200950ec31 need make effective attract talent union address demographic challenge face union labour skill shortage key sector union economy view economic growth competitive union economy 31 council directive 200950ec 25 2009 condition entry residence third-country national purpose highly qualified employment oj 155 1862009 p17 31 council directive 200950ec 25 2009 condition entry residence third-country national purpose highly qualified employment oj 155 1862009 p17 amendment proposal directive recital new text propose commission amendment 3a european parliament resolution 12 april 2016 situation mediterranean need holistic eu approach migration note flaw current eu blue card directive include limited level harmonisation bring call ambitious target review directive include issue scope having note current fragmented union legislative framework regulate access third-country national employment union contribute meet short-term specific need call union establish medium long term general rule govern entry residence third-country national seek employment union include low medium-wage sector,"['4.15.04 Workforce, occupational mobility, job conversion, working conditions', '7.10 Free movement and integration of third-country nationals', '7.10.04 External borders crossing and controls, visas', '7.10.08 Migration policy']"
2024-04-10 17:34:43,2016/0222(COD),1773,report proposal directive european parliament council lay standard reception applicant international protection recast com20160465 c803232016 20160222cod committee civil liberties justice home affairs rapporteur sophia veld recast rule 104 rule procedure draft european parliament legislative resolution proposal directive european parliament council lay standard reception applicant international protection recast com20160465 c803232016 20160222cod ordinary legislative procedure recast european parliament having regard commission proposal parliament council com20160465 having regard article 2942 article 782 treaty function european union pursuant commission submit proposal parliament c803232016 having regard article 2943 treaty function european union having regard reasoned opinion submit framework protocol application principle subsidiarity proportionality italian senate assert draft legislative act do comply principle subsidiarity having regard opinion european economic social committee 14 december 2016 having regard opinion committee regions february 2017 having regard interinstitutional agreement 28 november 2001 structured use recasting technique legal act having regard letter 12 january2017 committee legal affairs committee civil liberties justice home affairs accordance rule 1043 rule procedure having regard rule 104 59 rule procedure having regard report committee civil liberties justice home affairs opinion committee employment social affairs a8-01862017 accord consultative working party legal services european parliament council commission commission proposal do include substantive amendment identify proposal regard codification unchanged provision early act amendment proposal contain straightforward codification exist text change substance adopt position reading hereinafter set take account recommendation consultative working party legal services european parliament council commission call commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)']"
2024-04-10 17:34:07,2016/0223(COD),1836,report proposal regulation european parliament council standard qualification third-country national stateless person beneficiary international protection uniform status refugee person eligible subsidiary protection content protection grant amend council directive 2003109ec 25 november 2003 concern status third-country national long-term resident,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)']"
2024-04-10 17:25:22,2016/0224A(COD),1843,report proposal regulation european parliament council establish common procedure international protection union repeal directive 201332eu 2252018 committee civil liberties justice home affairs rapporteur laura ferrara procedure document stage plenary document select a8-01712018 text table a8-01712018 debate vote text adopt draft european parliament legislative resolution proposal regulation european parliament council establish common procedure international protection union repeal directive 201332eu ordinary legislative procedure reading european parliament amendment select err01 amendment select 001-325 326-335 336-345 346-346 minority opinion pursuant rule 52a4 rule procedure monika hohlmeier procedure committee responsible title common procedure international protection union reference date submit parliament 1372016 committee responsiblebrbr date announce plenary libebrbr1292016 committee ask opinionsbrbr date announce plenary afetbrbr1292016 emplbrbr1292016 deliver opinionsbrbr date decision afetbrbr27102016 emplbrbr192016 rapporteursbrbr date appoint laura ferrarabrbr592016 discuss committee 3052017 1172017 2542018 date adopt 2542018 result final vote brbr-brbr0 36brbr12brbr8 member present final vote asim ademov jan philipp albrecht heinz becker malin bjrk micha boni caterina chinnici daniel dalton rachida dati cornelia ernst tanja fajon laura ferrara kinga gl ana gomes nathalie griesbeck sylvie guillaume monika hohlmeier sophia veld eva joly barbara kudrycka juan fernando lpez aguilar monica macovei claude moraes pter niedermller ivari padar soraya post judith sargentini birgit sippel branislav kripek csaba sgor helga stevens traian ungureanu marie-christine vergiat josef weidenholzer cecilia wikstrm kristina winberg tom zdechovsk auke zijlstra substitute present final vote carlos coelho anna maria corazza bildt ignazio corrao grard deprez maria grapini teresa jimnez-becerril barrio jean lambert jeroen lenaers angelika mlinar sin simon barbara spinelli elissavet vozemberg-vrionidi substitutes rule 2002 present final vote michael detjen andr elissen arndt kohn annie schreijer-pierik giancarlo scotta marco valli marco zullo date table 2252018 final vote roll committee responsible 36 alde grard deprez nathalie griesbeck sophia veld angelika mlinar cecilia wikstrm ecr monica macovei efdd ignazio corrao laura ferrara marco valli marco zullo ppe asim ademov micha boni carlos coelho anna maria corazza bildt teresa jimnez-becerril barrio barbara kudrycka jeroen lenaers annie schreijer-pierik elissavet vozemberg-vrionidi sd caterina chinnici michael detjen tanja fajon ana gomes maria grapini arndt kohn juan fernando lpez aguilar claude moraes pter niedermller ivari padar sin simon birgit sippel josef weidenholzer vertsale jan philipp albrecht eva joly jean lambert judith sargentini key symbol favour abstention,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)']"
2024-04-10 17:30:41,2016/0224B(COD),1767,report proposal regulation european parliament council establish return border procedure amend regulation eu 20211148,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)']"
2024-04-10 17:33:12,2016/0225(COD),1844,reporton proposal regulation european parliament council establish union resettlement framework amend regulation eu 5162014 european parliament council 19102017 com20160468 c803252016 20160225cod committee civil liberties justice home affairs rapporteur malin bjrk procedure 20160225cod document stage plenary document select a8-03162017 text table a8-03162017 debate vote pv 10042024 219 text adopt p9ta20240184 draft european parliament legislative resolution explanatory statement opinion committee foreign affairs opinion committee budgets procedure committee responsible final vote roll committee responsible draft european parliament legislative resolution proposal regulation european parliament council establish union resettlement framework amend regulation eu 5162014 european parliament council com20160468 c803252016 20160225cod ordinary legislative procedure reading european parliament having regard commission proposal parliament council com20160468 having regard article 2942 article 782d treaty function european union pursuant commission submit proposal parliament c803252016 having regard article 2943 treaty function european union having regard opinion european economic social committee 25 january 2017 having regard opinion committee regions february 2017 having regard rule 59 rule procedure having regard report committee civil liberties justice home affairs opinions committee foreign affairs committee budgets a8-03162017 adopt position reading hereinafter set call commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)', '7.10.08 Migration policy']"
2021-03-25 18:27:43,2016/0295(COD),454,control export broker technical assistance transit transfer dual-use,"['6.10.03 Armaments control, non-proliferation nuclear weapons', '6.20.02 Export/import control, trade defence, trade barriers', '6.20.05 Multilateral and plurilateral economic and trade agreements and relations']"
2020-12-17 11:57:23,2017/0035(COD),371,report proposal regulation european parliament council amend regulation eu 1822011 lay rule general principle concern mechanism control member state commission exercise implement power,"['8.40.10 Interinstitutional relations, subsidiarity, proportionality, comitology', '8.50.01 Implementation of EU law']"
2022-02-17 12:05:24,2017/0114(COD),825,charge heavy good vehicle use certain infrastructure,"['3.20.05 Road transport: passengers and freight', '3.70.02 Atmospheric pollution, motor vehicle pollution', '3.70.15 Environmental taxation']"
2020-07-08 23:08:07,2017/0121(COD),225,posting driver road transport sector,"['3.20.05 Road transport: passengers and freight', '3.20.06 Transport regulations, road safety, roadworthiness tests, driving licence', '3.20.10 Transport undertakings, transport industry employees', '4.15.03 Arrangement of working time, work schedules', '4.15.04 Workforce, occupational mobility, job conversion, working conditions']"
2020-07-08 23:08:07,2017/0122(COD),224,minimum requirement maximum daily weekly driving time minimum break daily weekly rest period positioning mean tachograph,"['3.20.05 Road transport: passengers and freight', '3.20.06 Transport regulations, road safety, roadworthiness tests, driving licence', '3.20.10 Transport undertakings, transport industry employees', '4.15.03 Arrangement of working time, work schedules']"
2020-07-08 23:08:07,2017/0123(COD),226,pursue occupation road transport operator access international road haulage market,"['3.20.05 Road transport: passengers and freight', '3.20.10 Transport undertakings, transport industry employees', '4.15.03 Arrangement of working time, work schedules', '4.15.04 Workforce, occupational mobility, job conversion, working conditions']"
2021-04-29 12:07:12,2017/0237(COD),481,rail passenger right obligation,['3.20.02 Rail transport: passengers and freight']
2020-09-17 11:38:19,2017/0360R(NLE),258,determination clear risk breach poland rule law,"['8.30.10 Principles common to the Member States, EU values']"
2022-03-09 14:55:01,2018/0005(CNS),873,rate value add tax,"['2.70.02 Indirect taxation, VAT, excise duties']"
2020-01-15 12:33:02,2018/0006(CNS),92,common value add tax special scheme small enterprise,"['2.70.02 Indirect taxation, VAT, excise duties', '3.45.02 Small and medium-sized enterprises (SME), craft industries']"
2021-10-19 15:28:18,2018/0063A(COD),740,report proposal directive european parliament council credit servicer credit purchaser recovery collateral 1412021 committee economic monetary affairs rapporteur esther lange irene tinagli ordinary legislative procedure reading european parliament having regard commission proposal parliament council having regard article 2942 article 53 article 114 treaty functioning european union pursuant commission submit proposal parliament c8-01152018 having regard article 2943 treaty function european union having regard opinion european central bank 20 november 2018 having regard opinion european economic social committee 11 july 2018 having regard decision conference president 16 october 2019 authorise committee economic monetary affairs split above-mention commission proposal draw separate legislative report basis thereof having regard rule 59 rule procedure having regard report committee economic monetary affairs a9-00032021 adopt position reading hereinafter set call commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments,"['2.50.04 Banks and credit', '2.50.08 Financial services, financial reporting and auditing', '2.50.10 Financial supervision']"
2022-03-24 11:44:34,2018/0084(NLE),896,recommendation draft council decision conclusion behalf union agreement european union federative republic brazil amend agreement european union federative republic brazil short-stay visa waiver holder ordinary passport,"['7.10.04 External borders crossing and controls, visas']"
2022-03-24 11:44:58,2018/0086(NLE),897,recommendation draft council decision conclusion behalf union agreement european union federative republic brazil amend agreement european union federative republic brazil short-stay visa waiver holder diplomatic service official passport,"['7.10.04 External borders crossing and controls, visas']"
2023-06-13 12:24:33,2018/0107(COD),1391,proposal directive european parliament council lay harmonised rule appointment legal representative purpose gather evidence criminal proceeding,"['2.40 Free movement of services, freedom to provide', '3.30.25 International information networks and society, internet', '7.40.04 Judicial cooperation in criminal matters']"
2023-06-13 12:25:10,2018/0108(COD),1395,report proposal regulation european parliament council european production preservation orders electronic evidence criminal matter 11122020 com20180225 c801552018 20180108cod committee civil liberties justice home affairs rapporteur birgit sippel amendmentsselect001-001002-002 select filter result select 001-001 002-002 procedure 20180108cod document stage plenary document select a9-02562020 text table a9-02562020 debate pv 12062023 14 cre 12062023 14 vote pv 13062023 66 explanation vote text adopt p9ta20230225 draft european parliament legislative resolution procedure committee responsible final vote roll committee responsible draft european parliament legislative resolution proposal regulation european parliament council european production preservation orders electronic evidence criminal matters com20180225 c801552018 20180108cod ordinary legislative procedure reading european parliament having regard commission proposal parliament council com20180225 having regard article 2942 article 821 treaty function european union pursuant commission submit proposal parliament c801552018 having regard article 2943 treaty function european union having regard rule 59 rule procedure having regard report committee civil liberties justice home affairs a9-02562020 adopt position reading hereinafter set calls commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments amendment amendment european parliament commission proposal proposal regulation european parliament council european production preservation orders electronic information criminal proceeding european parliament council european union having regard treaty functioning european union particular article 821 thereof having regard proposal european commission transmission draft legislative act national parliaments having regard opinion european economic social committee1 act accordance ordinary legislative procedure,"['2.40 Free movement of services, freedom to provide', '3.30.25 International information networks and society, internet', '7.40.04 Judicial cooperation in criminal matters']"
2021-03-25 18:27:43,2018/0131(NLE),475,resource base non-recycled plastic packaging waste certain aspect gni-base resource,"['8.70.01 Financing of the budget, own resources']"
2021-03-24 23:37:58,2018/0132(APP),457,resources european union,"['8.70.01 Financing of the budget, own resources']"
2021-03-25 18:27:43,2018/0133(NLE),464,report draft council regulation amend regulation eec euratom 155389 definitive uniform arrangement collection resource accrue value add tax,"['2.70.02 Indirect taxation, VAT, excise duties', '8.70.01 Financing of the budget, own resources']"
2020-09-16 15:38:32,2018/0135(CNS),253,resources european union,"['8.70.01 Financing of the budget, own resources']"
2020-01-15 12:32:45,2018/0147(NLE),91,euchina agreement air services,['3.20.15.02 Air transport agreements and cooperation']
2021-07-07 15:27:27,2018/0152A(COD),652,visa information vis visa processing,"['7.10.04 External borders crossing and controls, visas']"
2021-07-07 15:27:27,2018/0152B(COD),653,visa information vis condition access eu information system vis,"['7.10.04 External borders crossing and controls, visas']"
2020-06-17 23:24:52,2018/0155(NLE),202,euchina agreement civil aviation safety,['3.20.15.02 Air transport agreements and cooperation']
2020-12-16 15:21:18,2018/0166(APP),365,multiannual financial framework year 2021 2027,"['8.70 Budget of the Union', '8.70.02 Financial regulations']"
2021-10-21 11:52:25,2018/0168(COD),738,draft european parliament legislative resolution proposal directive european parliament council amend directive 2009103ec european parliament council 16 september 2009 relate insurance civil liability respect use motor vehicle enforcement obligation ensure liability ordinary legislative procedure reading european parliament having regard commission proposal parliament council having regard article 2942 article 114 treaty function european union pursuant commission submit proposal parliament c8-02112018 having regard article 2943 treaty function european union having regard opinion european economic social committee 19 september 2018 having regard rule 59 rule procedure having regard report committee internal market consumer protection opinion committee legal affairs a8-00352019 adopt position reading hereinafter set call commission refer matter parliament replace substantially amend intend substantially amend proposal instruct president forward position council commission national parliaments,"['2.40 Free movement of services, freedom to provide', '4.60.08 Safety of products and services, product liability']"
2021-05-19 15:37:44,2018/0190(COD),560,creative europe programme,"['3.30.01.02 Programmes and actions in audiovisual sector', '4.45.02 Cultural programmes and actions, assistance']"
2021-03-10 22:23:24,2018/0193(COD),441,report proposal regulation european parliament council amend council regulation ec 12242009 amend council regulations ec 7682005 ec 19672006 ec 10052008 regulation eu 20161139 european parliament council regard fishery control,"['3.15.01 Fish stocks, conservation of fishery resources', '3.15.04 Management of fisheries, fisheries, fishing grounds', '3.15.06 Fishing industry and statistics, fishery products', '3.15.07 Fisheries inspectorate, surveillance of fishing vessels and areas']"
2021-07-06 15:36:08,2018/0210(COD),641,european maritime fishery aquaculture fund,['3.15.17 European Maritime and Fisheries Fund (EMFF)']
2020-10-23 16:26:39,2018/0216(COD),309,support strategic plan draw member states common agricultural policy cap strategic plan finance european agricultural guarantee fund eagf european agricultural fund rural development eafrd 20212027,"['3.10 Agricultural policy and economies', '3.10.01.02 Rural development, European Agricultural Fund for Rural Development (EAFRD)', '3.10.13 European Agricultural Guidance and Guarantee Fund, EAGGF and  EAGF']"
2020-10-23 16:26:39,2018/0217(COD),310,report proposal regulation european parliament council financing management monitoring common agricultural policy repeal regulation eu 13062013 1552019 com20180393 c802472018 20180217cod committee agriculture rural development rapporteur ulrike mller,"['3.10 Agricultural policy and economies', '3.10.12 Agrimonetary policy, compensatory amounts']"
2020-10-23 16:26:39,2018/0218(COD),311,report proposal regulation european parliament council amend regulation eu 13082013 establish common organisation market agricultural product eu 11512012 quality scheme agricultural product foodstuff eu 2512014 definition description presentation labelling protection geographical indication aromatised wine product eu 2282013 lay specific measure agriculture outermost regions union eu 2292013 lay specific measure agriculture favour small aegean island,"['3.10 Agricultural policy and economies', '3.10.03 Marketing and trade of agricultural products and livestock']"
2021-05-18 15:49:46,2018/0219(APP),566,extend non-participate member states application pericles iv exchange assistance training programme protection euro counterfeiting 20212027,"['5.20.02 Single currency, euro, euro area', '7.30.30.10 Action against counterfeiting']"
2021-04-27 14:42:26,2018/0224(COD),478,horizon europe framework programme research innovation 20212027,"['3.50.02.01 EC, EU framework programme', '3.50.04 Innovation']"
2021-04-27 14:42:26,2018/0225(CNS),476,specific programme implement horizon europe framework programme research innovation 20212027,"['3.50.02.01 EC, EU framework programme', '3.50.04 Innovation']"
2021-07-06 22:11:22,2018/0228(COD),646,connect europe facility,"['3.20.11 Trans-European transport networks', '3.30.20 Trans-European communications networks', '3.60.06 Trans-European energy networks']"
2021-06-09 15:21:06,2018/0243(COD),607,neighbourhood development international cooperation instrument 2021-2027 global europe,"['6.30 Development cooperation', '6.40.15 European neighbourhood policy']"
2021-09-13 21:08:45,2018/0244(CNS),688,association overseas countries territories european union,"['4.70.06 Outlying and outermost regions, overseas countries and territories']"
2021-09-15 15:22:30,2018/0247(COD),694,instrument pre-accession assistance ipa iii 20212027,['8.20.04 Pre-accession and partnership']
2021-07-07 15:27:27,2018/0249(COD),647,integrated border management fund instrument financial support border management visa policy 2021-2027,"['7.10.04 External borders crossing and controls, visas']"
2021-07-06 15:36:08,2018/0250(COD),654,internal security fund,['7.30.09 Public security']
2021-04-29 12:07:12,2018/0254(COD),479,european defence fund,"['3.30.07 Cybersecurity, cyberspace policy', '3.40.09 Defence and arms industry', '3.50.01.05 Research specific areas', '6.10.02 Common security and defence policy (CSDP); WEU, NATO']"
2021-05-18 15:49:46,2018/0310(NLE),568,protocol euro-mediterranean association agreement eutunisia accession croatia,['6.40.15 European neighbourhood policy']
2020-02-13 12:13:54,2018/0330B(COD),110,european border coast guard false authentic document online fado,"['7.10.04 External borders crossing and controls, visas', '8.40.08 Agencies and bodies of the EU']"
2020-02-12 12:05:58,2018/0356(NLE),106,euvietnam free trade agreement,['6.20.03 Bilateral economic and trade agreements and relations']
2020-02-12 12:08:39,2018/0356M(NLE),107,report contain motion non-legislative resolution draft council decision conclusion free trade agreement european union socialist republic viet nam 2812020 060502019 c900232019 committee international trade rapporteur geert bourgeois,['6.20.03 Bilateral economic and trade agreements and relations']
2020-02-12 12:09:01,2018/0358(NLE),108,euvietnam investment protection agreement,['6.20.03 Bilateral economic and trade agreements and relations']
2020-02-12 12:09:37,2018/0358M(NLE),109,report contain motion non-legislative resolution draft council decision conclusion behalf european union investment protection agreement european union member states socialist republic viet nam,"['6.20.03 Bilateral economic and trade agreements and relations', '6.20.06 Foreign direct investment (FDI)']"
2020-05-13 18:55:00,2018/0409(NLE),123,euserbia status agreement action carry european border coast guard agency serbia,"['7.10.04 External borders crossing and controls, visas']"
2019-12-17 12:17:47,2018/0412(CNS),72,value add tax vat requirement payment service provider,"['2.70.02 Indirect taxation, VAT, excise duties']"
2019-12-17 12:18:13,2018/0413(CNS),73,value add tax vat administrative cooperation order combat vat fraud,"['2.70.02 Indirect taxation, VAT, excise duties', '2.80 Cooperation between administrations']"
2019-11-14 11:38:20,2018/0415(CNS),42,distance sale good certain domestic supply good,['2.10 Free movement of goods']
2019-12-17 12:16:57,2018/0418(NLE),70,ecswitzerlandliechtenstein agreement establish state responsible examine request asylum access eurodac protocol,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)']"
2020-01-15 12:31:57,2018/0419(NLE),90,ecicelandnorway agreement criterion mechanism establish state responsible examine request asylum lodge member state iceland norway regard access eurodac law enforcement purpose protocol,"['7.10.06 Asylum, refugees, displaced persons; Asylum, Migration and Integration Fund (AMIF)', '7.30 Police, judicial and customs cooperation in general']"
2023-02-15 15:14:40,2018/0429(NLE),1225,recommendation draft council decision conclusion behalf european union member states protocol cooperation agreement civil global navigation satellite gnss european community member states republic korea account accession republic bulgaria republic croatia romania european union,"['3.30.03.06 Communications by satellite', '3.40.05 Aeronautical industry, aerospace industry', '3.50.20 Scientific and technological cooperation and agreements']"
2022-09-15 12:17:35,2018/0902R(NLE),1087,existence clear risk breach hungary values union found,"['8.30.10 Principles common to the Member States, EU values']"
2020-12-16 15:21:18,2018/2070(ACI),366,interinstitutional agreement budgetary discipline cooperation budgetary matter sound financial management,"['8.40.10 Interinstitutional relations, subsidiarity, proportionality, comitology', '8.70.01 Financing of the budget, own resources', '8.70.02 Financial regulations']"
